date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:57	8424/8424	---M-Z	200	added ('OK')	text/css	etag:%2220e8-665afc80-5276ed5c363e1c9b;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/css/spacing.css	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/css/spacing.css	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:57	421116/421116	---M-Z	200	added ('OK')	text/css	etag:%2266cfc-666964e9-b0296bc2fea544a7;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/css/main.css	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/css/main.css	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:58	4014/4014	---M--	200	added ('OK')	image/png	etag:%22fae-665afc81-488504aecbbc5066;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/logo/preloder.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/logo/preloder.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:58	102308/102308	---M-Z	200	added ('OK')	text/html	etag:%2218fa4-665afc81-656cd2904df2d0c6;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:58	2917/2917	---M--	200	added ('OK')	image/png	etag:%22b65-665afc81-b7b6787a4d3fcf52;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/logo/logo.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/logo/logo.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:58	596/596	---M-Z	200	added ('OK')	image/svg+xml	etag:%22254-665afc81-721e26c1522ecf35;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/header/location.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/header/location.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:59	531/531	---M-Z	200	added ('OK')	image/svg+xml	etag:%22213-665afc81-6a1d3cb0648fa94e;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/header/message.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/header/message.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:59	71080/71080	---M--	200	added ('OK')	image/jpeg	etag:%22115a8-665afc81-5b340073da801550;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:22:59	100151/100151	---M-Z	200	added ('OK')	text/html	etag:%2218737-665afc81-4f0715ab6457ab77;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index-one-page.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index-one-page.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:00	79858/79858	---M--	200	added ('OK')	image/jpeg	etag:%22137f2-665afc81-a52a8dd846aed670;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:00	117855/117855	---M-Z	200	added ('OK')	text/html	etag:%221cc5f-666964e9-10fe76821238015a;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index2-one-page.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index2-one-page.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:01	74074/74074	---M--	200	added ('OK')	image/jpeg	etag:%221215a-665afc81-5c562d76c97ecd14;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home3.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home3.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:01	106417/106417	---M-Z	200	added ('OK')	text/html	etag:%2219fb1-666964e9-44f2ecc9ec38665f;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index-3.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index-3.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:01	104329/104329	---M-Z	200	added ('OK')	text/html	etag:%2219789-666964e9-f8f4b013a4befd7b;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index3-one-page.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index3-one-page.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:01	71175/71175	---M--	200	added ('OK')	image/jpeg	etag:%2211607-665afc81-e8eafba4f9db8d15;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home4.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home4.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:01	97372/97372	---M-Z	200	added ('OK')	text/html	etag:%2217c5c-666964e9-2006ad69c0e56eaa;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index-4.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index-4.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:02	94802/94802	---M-Z	200	added ('OK')	text/html	etag:%2217252-666964e9-7bbbae1f1f60a657;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index4-one-page.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index4-one-page.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:02	88404/88404	---M--	200	added ('OK')	image/jpeg	etag:%2215954-665afc81-efc51c5bc834856c;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home5.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/menu/home5.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:02	95381/95381	---M-Z	200	added ('OK')	text/html	etag:%2217495-666964e9-829ed4f22915b19e;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index-5.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index-5.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:03	93258/93258	---M-Z	200	added ('OK')	text/html	etag:%2216c4a-666964e9-634e88bc9168aeeb;gz%22	https://html.hixstudio.net/tecza-prv/tecza/index5-one-page.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/index5-one-page.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:03	59035/59035	---M-Z	200	added ('OK')	text/html	etag:%22e69b-666964e9-f4377334aea95455;gz%22	https://html.hixstudio.net/tecza-prv/tecza/about.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/about.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:03	43307/43307	---M-Z	200	added ('OK')	text/html	etag:%22a92b-666964e9-14a0d89064f6921;gz%22	https://html.hixstudio.net/tecza-prv/tecza/team.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/team.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:04	43848/43848	---M-Z	200	added ('OK')	text/html	etag:%22ab48-666964e9-4042b6e031569575;gz%22	https://html.hixstudio.net/tecza-prv/tecza/team-details.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/team-details.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:04	40368/40368	---M-Z	200	added ('OK')	text/html	etag:%229db0-666964e9-ebe833e6b9f22161;gz%22	https://html.hixstudio.net/tecza-prv/tecza/testimonials.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/testimonials.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:04	43900/43900	---M-Z	200	added ('OK')	text/html	etag:%22ab7c-666964e9-71c9c7b6ffe4df8;gz%22	https://html.hixstudio.net/tecza-prv/tecza/pricing.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/pricing.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:05	40417/40417	---M-Z	200	added ('OK')	text/html	etag:%229de1-666964e9-df0a6c2391dd8bf3;gz%22	https://html.hixstudio.net/tecza-prv/tecza/portfolio.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/portfolio.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:05	44983/44983	---M-Z	200	added ('OK')	text/html	etag:%22afb7-666964e9-d4a804108b48517a;gz%22	https://html.hixstudio.net/tecza-prv/tecza/portfolio-details.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/portfolio-details.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:05	42833/42833	---M-Z	200	added ('OK')	text/html	etag:%22a751-666964e9-b07a09e78f26d245;gz%22	https://html.hixstudio.net/tecza-prv/tecza/faq.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/faq.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:06	34443/34443	---M-Z	200	added ('OK')	text/html	etag:%22868b-666964e9-27674631c7fa4f6c;gz%22	https://html.hixstudio.net/tecza-prv/tecza/error.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/error.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:06	41737/41737	---M-Z	200	added ('OK')	text/html	etag:%22a309-666964e9-a5a6f35a26f9ebb3;gz%22	https://html.hixstudio.net/tecza-prv/tecza/service.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/service.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:06	42649/42649	---M-Z	200	added ('OK')	text/html	etag:%22a699-666964e9-26dece0e6d124e29;gz%22	https://html.hixstudio.net/tecza-prv/tecza/service-details.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/service-details.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:07	40831/40831	---M-Z	200	added ('OK')	text/html	etag:%229f7f-666964e9-397179832da22c25;gz%22	https://html.hixstudio.net/tecza-prv/tecza/blog.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/blog.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:07	45282/45282	---M-Z	200	added ('OK')	text/html	etag:%22b0e2-666964e9-164b6618c197863e;gz%22	https://html.hixstudio.net/tecza-prv/tecza/blog-sideber.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/blog-sideber.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:07	48445/48445	---M-Z	200	added ('OK')	text/html	etag:%22bd3d-666964e9-50259585ee7de90c;gz%22	https://html.hixstudio.net/tecza-prv/tecza/blog-details.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/blog-details.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:08	37318/37318	---M-Z	200	added ('OK')	text/html	etag:%2291c6-666964e9-b7a6947d0fa25725;gz%22	https://html.hixstudio.net/tecza-prv/tecza/contact.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/contact.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:08	42211/42211	---M-Z	200	added ('OK')	text/html	etag:%22a4e3-666964e9-1b5bd177cdf42356;gz%22	https://html.hixstudio.net/tecza-prv/tecza/shop-details.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/shop-details.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:08	3198/3198	---M--	200	added ('OK')	image/jpeg	etag:%22c7e-665afc81-5e9d736bbf041ad9;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/shop/shop-1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/shop/shop-1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:09	3133/3133	---M--	200	added ('OK')	image/jpeg	etag:%22c3d-665afc81-a023a877af29b38e;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/shop/shop-2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/shop/shop-2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:10	39689/39689	---M-Z	200	added ('OK')	text/html	etag:%229b09-666964e9-eb9c5d94922b532a;gz%22	https://html.hixstudio.net/tecza-prv/tecza/cart.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/cart.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:10	51534/51534	---M-Z	200	added ('OK')	text/html	etag:%22c94e-666964e9-4178859000c0455a;gz%22	https://html.hixstudio.net/tecza-prv/tecza/checkout.html	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/checkout.html	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:11	4908/4908	---M--	200	added ('OK')	image/png	etag:%22132c-665afc81-24144249affc889b;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-shape-1.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-shape-1.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:11	3288/3288	---M--	200	added ('OK')	image/png	etag:%22cd8-665afc81-687bc0d54b8573b9;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-content-shape.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-content-shape.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:12	347657/347657	---M--	200	added ('OK')	image/jpeg	etag:%2254e09-665afc81-ff6f62db5d96157a;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:13	35181/35181	---M--	200	added ('OK')	image/png	etag:%22896d-665afc81-76c4d66d8f44d085;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-bg-shape.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-bg-shape.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:14	796237/796237	---M--	200	added ('OK')	image/jpeg	etag:%22c264d-665afc81-8e7384cb84afac9a;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:14	67661/67661	---M--	200	added ('OK')	image/jpeg	etag:%221084d-665afc81-22cd629a8177c172;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-thum.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-thum.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:15	846200/846200	---M--	200	added ('OK')	image/jpeg	etag:%22ce978-665afc81-3720f14f18a4e505;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-3.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/slider/slider-2-bg-3.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:15	23990/23990	---M--	200	added ('OK')	image/jpeg	etag:%225db6-665afc81-abf59d798cacebc0;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-thum2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-thum2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:15	2212/2212	---M--	200	added ('OK')	image/jpeg	etag:%228a4-665afc81-9c096126c79a222f;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-shape1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-shape1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:15	4800/4800	---M--	200	added ('OK')	image/png	etag:%2212c0-665afc81-f24894a5daa970ff;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-shape2.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-shape2.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:15	2209/2209	---M-Z	200	added ('OK')	image/svg+xml	etag:%228a1-665afc81-ab71fa1af9de2726;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-feature-icon1.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-feature-icon1.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:16	1617/1617	---M-Z	200	added ('OK')	image/svg+xml	etag:%22651-665afc81-1fad9cb9767a619e;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-feature-icon2.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-2-feature-icon2.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:16	1595/1595	---M-Z	200	added ('OK')	image/svg+xml	etag:%2263b-665afc81-2e61e8b504e6084c;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-camp-icon.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/about/about-camp-icon.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:16	90333/90333	---M--	200	added ('OK')	image/png	etag:%22160dd-665afc81-cdb1a961dd2171fe;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-bg.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-bg.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:16	19112/19112	---M--	200	added ('OK')	image/jpeg	etag:%224aa8-665afc81-6cfb12d67c9d73f4;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:17	18570/18570	---M--	200	added ('OK')	image/jpeg	etag:%22488a-665afc81-6ff76af7e38fa09d;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:17	21319/21319	---M--	200	added ('OK')	image/jpeg	etag:%225347-665afc81-47670b424213df;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img3.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/service/service-2-img3.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:17	6242/6242	---M--	200	added ('OK')	image/png	etag:%221862-665afc81-484e1b11e945b1a4;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/technology/technology-box-shape.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/technology/technology-box-shape.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:18	21996/21996	---M--	200	added ('OK')	image/jpeg	etag:%2255ec-665afc81-20238b97ad7063ee;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img1.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img1.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:18	14643/14643	---M--	200	added ('OK')	image/jpeg	etag:%223933-665afc81-ebaed7c90495b237;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img2.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img2.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:18	21571/21571	---M--	200	added ('OK')	image/jpeg	etag:%225443-665afc81-427e9ea283b09f79;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img3.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img3.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:19	13723/13723	---M--	200	added ('OK')	image/jpeg	etag:%22359b-665afc81-3a377ee49e1301f9;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img4.jpg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/project/project-img4.jpg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:19	2361/2361	---M-Z	200	added ('OK')	image/svg+xml	etag:%22939-665afc81-95e315811a9a69cf;gz%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/counter/counter-icon1.svg	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/counter/counter-icon1.svg	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
16:23:19	284663/284663	---M--	200	added ('OK')	image/png	etag:%22457f7-665afc81-12c7bb43582b5d72;;;%22	https://html.hixstudio.net/tecza-prv/tecza/assets/img/counter/counter-bg.png	C:/My%20Web%20Sites/UNITECHGADGETS/html.hixstudio.net/tecza-prv/tecza/assets/img/counter/counter-bg.png	(from https://html.hixstudio.net/tecza-prv/tecza/index-2.html)
